species,pathway,cor,p_value,celltype
Bacteroides_BPS,BILD_MYC_ONCOGENIC_SIGNATURE,0.0181761502257899,0.00138210254076419,classical Monocyte
Bacteroides_BPS,BILD_SRC_ONCOGENIC_SIGNATURE,0.0648961094102545,2.94279089876617e-30,classical Monocyte
Bacteroides_BPS,BLALOCK_ALZHEIMERS_DISEASE_DN,0.00810271122947993,0.153955624452908,classical Monocyte
Bacteroides_BPS,BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_DN,0.0379835363553658,2.29939285219766e-11,classical Monocyte
Bacteroides_BPS,BLALOCK_ALZHEIMERS_DISEASE_INCIPIENT_UP,0.105476771155614,2.63655533345834e-77,classical Monocyte
Bacteroides_BPS,BLALOCK_ALZHEIMERS_DISEASE_UP,0.125052591040097,3.96177181180395e-108,classical Monocyte
Bacteroides_BPS,BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_DN,0.0382177183592294,1.73344938068515e-11,classical Monocyte
Bacteroides_BPS,BLANCO_MELO_BETA_INTERFERON_TREATED_BRONCHIAL_EPITHELIAL_CELLS_UP,0.0333181250082135,4.51952993622095e-09,classical Monocyte
Bacteroides_BPS,BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_DN,-0.0338304134815395,2.61387262688129e-09,classical Monocyte
Bacteroides_BPS,BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_DEL_NS1_INFECTION_UP,-0.0661829595514128,2.09647938838337e-31,classical Monocyte
Bacteroides_BPS,BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_DN,-0.0391688802627064,5.40846756366979e-12,classical Monocyte
Bacteroides_BPS,BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_UP,-0.0100015301205084,0.0784390082795168,classical Monocyte
Bacteroides_BPS,BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_DN,0.0109738845490225,0.0534934211038276,classical Monocyte
Bacteroides_BPS,BLANCO_MELO_COVID19_BRONCHIAL_EPITHELIAL_CELLS_SARS_COV_2_INFECTION_UP,-0.0140333102386432,0.013538281481743,classical Monocyte
Bacteroides_BPS,BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_ACE2_EXPRESSING_CELLS_DN,-0.0408595267452298,6.37329458854913e-13,classical Monocyte
